---------Preisupdate vom 30.09.2015 ----------
Artikelnr 902569 : Preis 1.72 => 1.71, region = 2001
Artikelnr 125645 : Preis Neu => 2.49, region = 2001
Artikelnr 125669 : Preis Neu => 4.00, region = 2001
Artikelnr 125750 : Preis Neu => 1.84, region = 2001
Artikelnr 125761 : Preis Neu => 1.59, region = 2001
Artikelnr 125773 : Preis Neu => 1.82, region = 2001
Artikelnr 125797 : Preis Neu => 1.58, region = 2001
Artikelnr 125815 : Preis Neu => 2.68, region = 2001
Artikelnr 125876 : Preis Neu => 4.47, region = 2001
Artikelnr 125920 : Preis Neu => 0.71, region = 2001
Artikelnr 125931 : Preis Neu => 1.73, region = 2001
Artikelnr 125943 : Preis Neu => 0.88, region = 2001
Artikelnr 125980 : Preis Neu => 5.03, region = 2001
Artikelnr 125992 : Preis Neu => 5.63, region = 2001
Artikelnr 126054 : Preis Neu => 1.25, region = 2001
Artikelnr 126078 : Preis Neu => 1.81, region = 2001
Artikelnr 126091 : Preis Neu => 0.13, region = 2001
Artikelnr 126133 : Preis Neu => 0.13, region = 2001
Artikelnr 126157 : Preis Neu => 145.32, region = 2001
Artikelnr 126224 : Preis Neu => 2.92, region = 2001
Artikelnr 126236 : Preis Neu => 4.05, region = 2001
Artikelnr 126250 : Preis Neu => 15.26, region = 2001
Artikelnr 126303 : Preis Neu => 4.24, region = 2001
Artikelnr 126522 : Preis Neu => 220.37, region = 2001
Artikelnr 126546 : Preis Neu => 167.52, region = 2001
Artikelnr 126613 : Preis Neu => 56.40, region = 2001
Artikelnr 126662 : Preis Neu => 0.10, region = 2001
Artikelnr 126674 : Preis Neu => 0.13, region = 2001
Artikelnr 126686 : Preis Neu => 0.16, region = 2001
Artikelnr 126698 : Preis Neu => 0.19, region = 2001
Artikelnr 126704 : Preis Neu => 0.23, region = 2001
Artikelnr 126716 : Preis Neu => 0.31, region = 2001
Artikelnr 126728 : Preis Neu => 0.39, region = 2001
Artikelnr 126730 : Preis Neu => 0.51, region = 2001
Artikelnr 126741 : Preis Neu => 0.54, region = 2001
Artikelnr 126753 : Preis Neu => 0.66, region = 2001
Artikelnr 126911 : Preis Neu => 19.34, region = 2001
Artikelnr 127058 : Preis Neu => 1.92, region = 2001
Artikelnr 127083 : Preis Neu => 1.14, region = 2001
Artikelnr 127162 : Preis Neu => 3.19, region = 2001
Artikelnr 127319 : Preis Neu => 0.74, region = 2001
Artikelnr 127356 : Preis Neu => 2.65, region = 2001
Artikelnr 127370 : Preis Neu => 17.45, region = 2001
Artikelnr 127381 : Preis Neu => 5.49, region = 2001
Artikelnr 127400 : Preis Neu => 3.13, region = 2001
Artikelnr 127411 : Preis Neu => 18.07, region = 2001
Artikelnr 127605 : Preis Neu => 0.66, region = 2001
Artikelnr 127617 : Preis Neu => 0.56, region = 2001
Artikelnr 127629 : Preis Neu => 0.55, region = 2001
Artikelnr 127630 : Preis Neu => 0.81, region = 2001
Artikelnr 127642 : Preis Neu => 1.27, region = 2001
Artikelnr 127654 : Preis Neu => 11.74, region = 2001
Artikelnr 127666 : Preis Neu => 2.12, region = 2001
Artikelnr 127678 : Preis Neu => 2.96, region = 2001
Artikelnr 128087 : Preis Neu => 0.85, region = 2001
Artikelnr 128117 : Preis Neu => 0.03, region = 2001
Artikelnr 128208 : Preis Neu => 20.20, region = 2001
Artikelnr 128210 : Preis Neu => 4.05, region = 2001
Artikelnr 128245 : Preis Neu => 25.36, region = 2001
Artikelnr 128350 : Preis Neu => 0.06, region = 2001
Artikelnr 128683 : Preis Neu => 0.02, region = 2001
Artikelnr 128749 : Preis Neu => 0.01, region = 2001
Artikelnr 128907 : Preis Neu => 0.43, region = 2001
Artikelnr 128919 : Preis Neu => 0.51, region = 2001
Artikelnr 129043 : Preis Neu => 0.01, region = 2001
Artikelnr 129110 : Preis Neu => 0.04, region = 2001
Artikelnr 129158 : Preis Neu => 0.03, region = 2001
Artikelnr 129160 : Preis Neu => 0.06, region = 2001
Artikelnr 129171 : Preis Neu => 0.17, region = 2001
Artikelnr 129195 : Preis Neu => 23.01, region = 2001
Artikelnr 129213 : Preis Neu => 31.30, region = 2001
Artikelnr 129419 : Preis Neu => 1.07, region = 2001
Artikelnr 129420 : Preis Neu => 1.82, region = 2001
Artikelnr 129456 : Preis Neu => 0.01, region = 2001
Artikelnr 129470 : Preis Neu => 0.03, region = 2001
Artikelnr 129493 : Preis Neu => 0.06, region = 2001
Artikelnr 129500 : Preis Neu => 0.09, region = 2001
Artikelnr 129663 : Preis Neu => 21.08, region = 2001
Artikelnr 129675 : Preis Neu => 34.96, region = 2001
Artikelnr 129705 : Preis Neu => 18.10, region = 2001
Artikelnr 129717 : Preis Neu => 10.75, region = 2001
Artikelnr 129730 : Preis Neu => 7.05, region = 2001
Artikelnr 129754 : Preis Neu => 5.51, region = 2001
Artikelnr 129791 : Preis Neu => 7.11, region = 2001
Artikelnr 130001 : Preis Neu => 14.31, region = 2001
Artikelnr 130025 : Preis Neu => 17.14, region = 2001
Artikelnr 130153 : Preis Neu => 23.93, region = 2001
Artikelnr 130165 : Preis Neu => 19.84, region = 2001
Artikelnr 130177 : Preis Neu => 9.97, region = 2001
Artikelnr 130189 : Preis Neu => 12.31, region = 2001
Artikelnr 130190 : Preis Neu => 7.42, region = 2001
Artikelnr 130219 : Preis Neu => 46.19, region = 2001
Artikelnr 130256 : Preis Neu => 1.92, region = 2001
Artikelnr 130268 : Preis Neu => 1.43, region = 2001
Artikelnr 130270 : Preis Neu => 1.38, region = 2001
Artikelnr 130335 : Preis Neu => 27.15, region = 2001
Artikelnr 130347 : Preis Neu => 24.12, region = 2001
Artikelnr 130359 : Preis Neu => 36.80, region = 2001
Artikelnr 130700 : Preis Neu => 39.32, region = 2001
Artikelnr 130750 : Preis Neu => 0.56, region = 2001
Artikelnr 130761 : Preis Neu => 0.26, region = 2001
Artikelnr 130979 : Preis Neu => 3.19, region = 2001
Artikelnr 130980 : Preis Neu => 6.57, region = 2001
Artikelnr 131054 : Preis Neu => 12.42, region = 2001
Artikelnr 131091 : Preis Neu => 40.63, region = 2001
Artikelnr 131170 : Preis Neu => 4.31, region = 2001
Artikelnr 131182 : Preis Neu => 4.31, region = 2001
Artikelnr 131194 : Preis Neu => 4.31, region = 2001
Artikelnr 131200 : Preis Neu => 4.31, region = 2001
Artikelnr 131212 : Preis Neu => 4.31, region = 2001
Artikelnr 131224 : Preis Neu => 4.31, region = 2001
Artikelnr 131236 : Preis Neu => 4.31, region = 2001
Artikelnr 131248 : Preis Neu => 7.23, region = 2001
Artikelnr 131250 : Preis Neu => 6.61, region = 2001
Artikelnr 131303 : Preis Neu => 10.88, region = 2001
Artikelnr 131765 : Preis Neu => 3.27, region = 2001
Artikelnr 131777 : Preis Neu => 2.05, region = 2001
Artikelnr 131789 : Preis Neu => 27.26, region = 2001
Artikelnr 131790 : Preis Neu => 16.75, region = 2001
Artikelnr 131870 : Preis Neu => 79.36, region = 2001
Artikelnr 131959 : Preis Neu => 25.59, region = 2001
Artikelnr 131960 : Preis Neu => 0.21, region = 2001
Artikelnr 131972 : Preis Neu => 0.58, region = 2001
Artikelnr 132009 : Preis Neu => 0.58, region = 2001
Artikelnr 132113 : Preis Neu => 0.32, region = 2001
Artikelnr 132137 : Preis Neu => 2.23, region = 2001
Artikelnr 132149 : Preis Neu => 2.90, region = 2001
Artikelnr 132162 : Preis Neu => 2.68, region = 2001
Artikelnr 132174 : Preis Neu => 40.26, region = 2001
Artikelnr 132307 : Preis Neu => 0.02, region = 2001
Artikelnr 132344 : Preis Neu => 0.02, region = 2001
Artikelnr 132370 : Preis Neu => 0.02, region = 2001
Artikelnr 132460 : Preis Neu => 0.12, region = 2001
Artikelnr 132526 : Preis Neu => 0.05, region = 2001
Artikelnr 132599 : Preis Neu => 0.15, region = 2001
Artikelnr 132629 : Preis Neu => 0.17, region = 2001
Artikelnr 132642 : Preis Neu => 4.53, region = 2001
Artikelnr 132721 : Preis Neu => 37.97, region = 2001
Artikelnr 132897 : Preis Neu => 0.53, region = 2001
Artikelnr 132952 : Preis Neu => 0.83, region = 2001
Artikelnr 132976 : Preis Neu => 4.91, region = 2001
Artikelnr 132988 : Preis Neu => 0.27, region = 2001
Artikelnr 133294 : Preis Neu => 4.51, region = 2001
Artikelnr 133567 : Preis Neu => 1.48, region = 2001
Artikelnr 133609 : Preis Neu => 0.43, region = 2001
Artikelnr 133634 : Preis Neu => 55.18, region = 2001
Artikelnr 133646 : Preis Neu => 55.18, region = 2001
Artikelnr 133658 : Preis Neu => 55.18, region = 2001
Artikelnr 133660 : Preis Neu => 55.18, region = 2001
Artikelnr 133671 : Preis Neu => 55.82, region = 2001
Artikelnr 133683 : Preis Neu => 56.45, region = 2001
Artikelnr 133695 : Preis Neu => 56.45, region = 2001
Artikelnr 133701 : Preis Neu => 56.45, region = 2001
Artikelnr 133713 : Preis Neu => 56.45, region = 2001
Artikelnr 133725 : Preis Neu => 56.45, region = 2001
Artikelnr 133737 : Preis Neu => 56.45, region = 2001
Artikelnr 133749 : Preis Neu => 81.27, region = 2001
Artikelnr 133750 : Preis Neu => 81.27, region = 2001
Artikelnr 133762 : Preis Neu => 81.27, region = 2001
Artikelnr 133774 : Preis Neu => 81.91, region = 2001
Artikelnr 133786 : Preis Neu => 82.55, region = 2001
Artikelnr 133798 : Preis Neu => 82.55, region = 2001
Artikelnr 133804 : Preis Neu => 82.55, region = 2001
Artikelnr 133816 : Preis Neu => 82.55, region = 2001
Artikelnr 133828 : Preis Neu => 82.55, region = 2001
Artikelnr 133830 : Preis Neu => 82.55, region = 2001
Artikelnr 133841 : Preis Neu => 82.55, region = 2001
Artikelnr 133853 : Preis Neu => 82.55, region = 2001
Artikelnr 133877 : Preis Neu => 1.71, region = 2001
Artikelnr 134080 : Preis Neu => 0.21, region = 2001
Artikelnr 134110 : Preis Neu => 12.04, region = 2001
Artikelnr 134122 : Preis Neu => 0.25, region = 2001
Artikelnr 134183 : Preis Neu => 7.21, region = 2001
Artikelnr 134250 : Preis Neu => 2.31, region = 2001
Artikelnr 134547 : Preis Neu => 0.38, region = 2001
Artikelnr 134559 : Preis Neu => 0.50, region = 2001
Artikelnr 134560 : Preis Neu => 0.51, region = 2001
Artikelnr 135175 : Preis Neu => 315.98, region = 2001
Artikelnr 135825 : Preis Neu => 0.01, region = 2001
Artikelnr 135862 : Preis Neu => 0.01, region = 2001
Artikelnr 135953 : Preis Neu => 0.13, region = 2001
Artikelnr 135990 : Preis Neu => 0.03, region = 2001
Artikelnr 136039 : Preis Neu => 0.01, region = 2001
Artikelnr 136052 : Preis Neu => 0.01, region = 2001
Artikelnr 136180 : Preis Neu => 0.66, region = 2001
Artikelnr 136465 : Preis Neu => 19.57, region = 2001
Artikelnr 136490 : Preis Neu => 1.97, region = 2001
Artikelnr 136544 : Preis Neu => 0.22, region = 2001
Artikelnr 137287 : Preis Neu => 8.07, region = 2001
Artikelnr 137445 : Preis Neu => 0.07, region = 2001
Artikelnr 137482 : Preis Neu => 0.12, region = 2001
Artikelnr 138012 : Preis Neu => 2.07, region = 2001
Artikelnr 139168 : Preis Neu => 0.04, region = 2001
Artikelnr 139260 : Preis Neu => 0.18, region = 2001
Artikelnr 139338 : Preis Neu => 36.69, region = 2001
Artikelnr 139399 : Preis Neu => 0.05, region = 2001
Artikelnr 139405 : Preis Neu => 0.07, region = 2001
Artikelnr 139430 : Preis Neu => 0.13, region = 2001
Artikelnr 139569 : Preis Neu => 0.37, region = 2001
Artikelnr 139594 : Preis Neu => 0.28, region = 2001
Artikelnr 139600 : Preis Neu => 0.66, region = 2001
Artikelnr 139855 : Preis Neu => 0.10, region = 2001
Artikelnr 139867 : Preis Neu => 0.15, region = 2001
Artikelnr 139892 : Preis Neu => 0.14, region = 2001
Artikelnr 139946 : Preis Neu => 0.36, region = 2001
Artikelnr 140084 : Preis Neu => 0.38, region = 2001
Artikelnr 140114 : Preis Neu => 0.00, region = 2001
Artikelnr 140175 : Preis Neu => 0.02, region = 2001
Artikelnr 140187 : Preis Neu => 2.83, region = 2001
Artikelnr 140746 : Preis Neu => 0.15, region = 2001
Artikelnr 140825 : Preis Neu => 10.80, region = 2001
Artikelnr 141106 : Preis Neu => 0.39, region = 2001
Artikelnr 141180 : Preis Neu => 11.05, region = 2001
Artikelnr 141209 : Preis Neu => 11.58, region = 2001
Artikelnr 141210 : Preis Neu => 14.18, region = 2001
Artikelnr 142391 : Preis Neu => 19.20, region = 2001
Artikelnr 142834 : Preis Neu => 0.32, region = 2001
Artikelnr 143115 : Preis Neu => 0.09, region = 2001
Artikelnr 143127 : Preis Neu => 0.17, region = 2001
Artikelnr 143139 : Preis Neu => 0.14, region = 2001
Artikelnr 143140 : Preis Neu => 0.12, region = 2001
Artikelnr 143164 : Preis Neu => 0.12, region = 2001
Artikelnr 143176 : Preis Neu => 0.07, region = 2001
Artikelnr 143188 : Preis Neu => 0.04, region = 2001
Artikelnr 143190 : Preis Neu => 0.20, region = 2001
Artikelnr 143206 : Preis Neu => 0.16, region = 2001
Artikelnr 143231 : Preis Neu => 0.08, region = 2001
Artikelnr 143243 : Preis Neu => 0.03, region = 2001
Artikelnr 143255 : Preis Neu => 0.11, region = 2001
Artikelnr 143267 : Preis Neu => 0.13, region = 2001
Artikelnr 143279 : Preis Neu => 0.14, region = 2001
Artikelnr 144004 : Preis Neu => 0.04, region = 2001
Artikelnr 144132 : Preis Neu => 0.14, region = 2001
Artikelnr 149890 : Preis Neu => 0.04, region = 2001
Artikelnr 149970 : Preis Neu => 0.02, region = 2001
Artikelnr 150136 : Preis Neu => 0.16, region = 2001
Artikelnr 150240 : Preis Neu => 0.25, region = 2001
Artikelnr 150276 : Preis Neu => 0.13, region = 2001
Artikelnr 150513 : Preis Neu => 0.07, region = 2001
Artikelnr 150999 : Preis Neu => 0.02, region = 2001
Artikelnr 151049 : Preis Neu => 0.15, region = 2001
Artikelnr 151074 : Preis Neu => 0.16, region = 2001
Artikelnr 151384 : Preis Neu => 0.27, region = 2001
Artikelnr 151803 : Preis Neu => 0.14, region = 2001
Artikelnr 152352 : Preis Neu => 0.30, region = 2001
Artikelnr 152807 : Preis Neu => 0.49, region = 2001
Artikelnr 152819 : Preis Neu => 0.00, region = 2001
Artikelnr 152960 : Preis Neu => 0.32, region = 2001
Artikelnr 152996 : Preis Neu => 0.38, region = 2001
Artikelnr 153253 : Preis Neu => 0.01, region = 2001
Artikelnr 153538 : Preis Neu => 0.05, region = 2001
Artikelnr 153540 : Preis Neu => 0.09, region = 2001
Artikelnr 154634 : Preis Neu => 0.17, region = 2001
Artikelnr 157672 : Preis Neu => 0.10, region = 2001
Artikelnr 160330 : Preis Neu => 0.02, region = 2001
Artikelnr 161837 : Preis Neu => 0.01, region = 2001
Artikelnr 163135 : Preis Neu => 0.42, region = 2001
Artikelnr 163550 : Preis Neu => 1.27, region = 2001
Artikelnr 163676 : Preis Neu => 0.69, region = 2001
Artikelnr 163731 : Preis Neu => 1.08, region = 2001
Artikelnr 163743 : Preis Neu => 4.37, region = 2001
Artikelnr 163755 : Preis Neu => 3.06, region = 2001
Artikelnr 163779 : Preis Neu => 0.67, region = 2001
Artikelnr 163780 : Preis Neu => 0.51, region = 2001
Artikelnr 163792 : Preis Neu => 0.37, region = 2001
Artikelnr 163809 : Preis Neu => 1.08, region = 2001
Artikelnr 163810 : Preis Neu => 2.24, region = 2001
Artikelnr 164917 : Preis Neu => 0.60, region = 2001
Artikelnr 164929 : Preis Neu => 2.10, region = 2001
Artikelnr 164930 : Preis Neu => 0.32, region = 2001
Artikelnr 164954 : Preis Neu => 0.99, region = 2001
Artikelnr 164966 : Preis Neu => 1.15, region = 2001
Artikelnr 165004 : Preis Neu => 5.22, region = 2001
Artikelnr 165028 : Preis Neu => 0.77, region = 2001
Artikelnr 165144 : Preis Neu => 0.42, region = 2001
Artikelnr 165156 : Preis Neu => 0.50, region = 2001
Artikelnr 165193 : Preis Neu => 0.36, region = 2001
Artikelnr 165235 : Preis Neu => 0.64, region = 2001
Artikelnr 165340 : Preis Neu => 2.21, region = 2001
Artikelnr 165454 : Preis Neu => 2.91, region = 2001
Artikelnr 165818 : Preis Neu => 3.32, region = 2001
Artikelnr 166227 : Preis Neu => 1.99, region = 2001
Artikelnr 166239 : Preis Neu => 2.73, region = 2001
Artikelnr 166240 : Preis Neu => 3.61, region = 2001
Artikelnr 166252 : Preis Neu => 2.81, region = 2001
Artikelnr 166264 : Preis Neu => 3.45, region = 2001
Artikelnr 166276 : Preis Neu => 4.28, region = 2001
Artikelnr 166290 : Preis Neu => 8.96, region = 2001
Artikelnr 166495 : Preis Neu => 1.00, region = 2001
Artikelnr 166549 : Preis Neu => 2.01, region = 2001
Artikelnr 166550 : Preis Neu => 6.97, region = 2001
Artikelnr 166586 : Preis Neu => 0.33, region = 2001
Artikelnr 166598 : Preis Neu => 0.47, region = 2001
Artikelnr 166604 : Preis Neu => 0.94, region = 2001
Artikelnr 166616 : Preis Neu => 1.05, region = 2001
Artikelnr 166628 : Preis Neu => 1.71, region = 2001
Artikelnr 167050 : Preis Neu => 2.68, region = 2001
Artikelnr 169721 : Preis Neu => 310.71, region = 2001
Artikelnr 170326 : Preis Neu => 1.25, region = 2001
Artikelnr 171653 : Preis Neu => 5.70, region = 2001
Artikelnr 171732 : Preis Neu => 3.24, region = 2001
Artikelnr 171768 : Preis Neu => 0.87, region = 2001
Artikelnr 171859 : Preis Neu => 652.88, region = 2001
Artikelnr 171884 : Preis Neu => 438.07, region = 2001
Artikelnr 172980 : Preis Neu => 1.40, region = 2001
Artikelnr 173182 : Preis Neu => 82.49, region = 2001
Artikelnr 173418 : Preis Neu => 0.37, region = 2001
Artikelnr 173704 : Preis Neu => 0.82, region = 2001
Artikelnr 173716 : Preis Neu => 0.71, region = 2001
Artikelnr 173881 : Preis Neu => 0.87, region = 2001
Artikelnr 173947 : Preis Neu => 0.79, region = 2001
Artikelnr 173959 : Preis Neu => 0.11, region = 2001
Artikelnr 173984 : Preis Neu => 0.45, region = 2001
Artikelnr 174083 : Preis Neu => 0.18, region = 2001
Artikelnr 174101 : Preis Neu => 0.61, region = 2001
Artikelnr 174113 : Preis Neu => 0.87, region = 2001
Artikelnr 174125 : Preis Neu => 1.55, region = 2001
Artikelnr 174137 : Preis Neu => 3.32, region = 2001
Artikelnr 174162 : Preis Neu => 0.28, region = 2001
Artikelnr 174216 : Preis Neu => 1.13, region = 2001
Artikelnr 174423 : Preis Neu => 14.69, region = 2001
Artikelnr 174538 : Preis Neu => 0.04, region = 2001
Artikelnr 174666 : Preis Neu => 0.87, region = 2001
Artikelnr 174678 : Preis Neu => 1.88, region = 2001
Artikelnr 175040 : Preis Neu => 1.53, region = 2001
Artikelnr 175518 : Preis Neu => 0.15, region = 2001
Artikelnr 175567 : Preis Neu => 0.08, region = 2001
Artikelnr 175580 : Preis Neu => 0.04, region = 2001
Artikelnr 175634 : Preis Neu => 5.31, region = 2001
Artikelnr 175658 : Preis Neu => 0.03, region = 2001
Artikelnr 175671 : Preis Neu => 0.01, region = 2001
Artikelnr 175798 : Preis Neu => 1297.68, region = 2001
Artikelnr 175841 : Preis Neu => 5.66, region = 2001
Artikelnr 176031 : Preis Neu => 0.14, region = 2001
Artikelnr 176183 : Preis Neu => 1.48, region = 2001
Artikelnr 176195 : Preis Neu => 4.28, region = 2001
Artikelnr 176456 : Preis Neu => 91.18, region = 2001
Artikelnr 176663 : Preis Neu => 0.34, region = 2001
Artikelnr 177710 : Preis Neu => 31.64, region = 2001
Artikelnr 177801 : Preis Neu => 18.33, region = 2001
Artikelnr 177965 : Preis Neu => 1.66, region = 2001
Artikelnr 178120 : Preis Neu => 301.89, region = 2001
Artikelnr 178295 : Preis Neu => 7.07, region = 2001
Artikelnr 178301 : Preis Neu => 2.51, region = 2001
Artikelnr 178726 : Preis Neu => 2.47, region = 2001
Artikelnr 178738 : Preis Neu => 4.47, region = 2001
Artikelnr 178829 : Preis Neu => 89.03, region = 2001
Artikelnr 178830 : Preis Neu => 4.38, region = 2001
Artikelnr 178842 : Preis Neu => 7.76, region = 2001
Artikelnr 178921 : Preis Neu => 98.57, region = 2001
Artikelnr 178933 : Preis Neu => 5.96, region = 2001
Artikelnr 178945 : Preis Neu => 7.93, region = 2001
Artikelnr 179100 : Preis Neu => 136.97, region = 2001
Artikelnr 179111 : Preis Neu => 6.24, region = 2001
Artikelnr 179123 : Preis Neu => 13.28, region = 2001
Artikelnr 179226 : Preis Neu => 4.09, region = 2001
Artikelnr 179950 : Preis Neu => 14.76, region = 2001
Artikelnr 182564 : Preis Neu => 11.36, region = 2001
Artikelnr 182643 : Preis Neu => 33.63, region = 2001
Artikelnr 182941 : Preis Neu => 167.39, region = 2001
Artikelnr 182965 : Preis Neu => 6.04, region = 2001
Artikelnr 183258 : Preis Neu => 0.56, region = 2001
Artikelnr 183260 : Preis Neu => 1.08, region = 2001
Artikelnr 183271 : Preis Neu => 1.24, region = 2001
Artikelnr 183593 : Preis Neu => 22.59, region = 2001
Artikelnr 183910 : Preis Neu => 170.70, region = 2001
Artikelnr 184457 : Preis Neu => 9.31, region = 2001
Artikelnr 185152 : Preis Neu => 22.96, region = 2001
Artikelnr 185577 : Preis Neu => 0.94, region = 2001
Artikelnr 185589 : Preis Neu => 0.92, region = 2001
Artikelnr 186004 : Preis Neu => 6.98, region = 2001
Artikelnr 186028 : Preis Neu => 6.98, region = 2001
Artikelnr 186041 : Preis Neu => 6.98, region = 2001
Artikelnr 186053 : Preis Neu => 6.98, region = 2001
Artikelnr 186077 : Preis Neu => 6.98, region = 2001
Artikelnr 186089 : Preis Neu => 6.98, region = 2001
Artikelnr 186090 : Preis Neu => 6.98, region = 2001
Artikelnr 186107 : Preis Neu => 6.98, region = 2001
Artikelnr 186119 : Preis Neu => 6.98, region = 2001
Artikelnr 186120 : Preis Neu => 6.98, region = 2001
Artikelnr 186170 : Preis Neu => 7.46, region = 2001
Artikelnr 186181 : Preis Neu => 7.46, region = 2001
Artikelnr 186193 : Preis Neu => 7.46, region = 2001
Artikelnr 186260 : Preis Neu => 5.60, region = 2001
