---------Preisupdate vom 09.02.2015 ----------
Artikelnr 100640 : Preis Neu => 1.60, region = 2001
Artikelnr 606085 : Preis Neu => 0.00, region = 2001
Artikelnr 606097 : Preis 66.88 => 56.71, region = 2001
Artikelnr 606103 : Preis 59.06 => 50.08, region = 2001
Artikelnr 606231 : Preis Neu => 0.01, region = 2001
Artikelnr 606322 : Preis Neu => 18.31, region = 2001
Artikelnr 606334 : Preis Neu => 17.64, region = 2001
Artikelnr 606401 : Preis Neu => 3.87, region = 2001
Artikelnr 606437 : Preis Neu => 0.11, region = 2001
Artikelnr 606449 : Preis Neu => 0.59, region = 2001
Artikelnr 607314 : Preis Neu => 0.07, region = 2001
Artikelnr 609980 : Preis 2.79 => 2.95, region = 2001
Artikelnr 633016 : Preis Neu => 0.09, region = 2001
Artikelnr 633508 : Preis 5.62 => 7.84, region = 2001
Artikelnr 634483 : Preis Neu => 0.01, region = 2001
Artikelnr 634902 : Preis Neu => 0.19, region = 2001
Artikelnr 635645 : Preis Neu => 0.55, region = 2001
Artikelnr 637290 : Preis Neu => 0.04, region = 2001
Artikelnr 638282 : Preis Neu => 5.04, region = 2001
Artikelnr 639018 : Preis Neu => 0.01, region = 2001
Artikelnr 642198 : Preis Neu => 0.03, region = 2001
Artikelnr 644365 : Preis 30.96 => 31.89, region = 2001
Artikelnr 646386 : Preis 0.06 => 0.05, region = 2001
Artikelnr 650448 : Preis Neu => 0.17, region = 2001
Artikelnr 651120 : Preis Neu => 0.30, region = 2001
Artikelnr 656580 : Preis Neu => 0.22, region = 2001
Artikelnr 657960 : Preis Neu => 173.02, region = 2001
Artikelnr 658605 : Preis Neu => 0.04, region = 2001
Artikelnr 660057 : Preis 0.01 => 0.03, region = 2001
Artikelnr 660380 : Preis Neu => 822.25, region = 2001
Artikelnr 660392 : Preis 1839.67 => 2795.86, region = 2001
Artikelnr 662091 : Preis Neu => 0.72, region = 2001
Artikelnr 662261 : Preis Neu => 3.63, region = 2001
Artikelnr 662273 : Preis Neu => 1.91, region = 2001
Artikelnr 662364 : Preis Neu => 10.73, region = 2001
Artikelnr 662390 : Preis Neu => 16.28, region = 2001
Artikelnr 662406 : Preis Neu => 14.18, region = 2001
Artikelnr 662418 : Preis Neu => 14.18, region = 2001
Artikelnr 662455 : Preis Neu => 0.00, region = 2001
Artikelnr 662558 : Preis 0.14 => 0.25, region = 2001
Artikelnr 662662 : Preis Neu => 1.13, region = 2001
Artikelnr 662674 : Preis Neu => 1.13, region = 2001
Artikelnr 662728 : Preis 0.13 => 0.09, region = 2001
Artikelnr 662820 : Preis Neu => 1.25, region = 2001
Artikelnr 662984 : Preis Neu => 807.84, region = 2001
Artikelnr 663400 : Preis 2.56 => 2.31, region = 2001
Artikelnr 663423 : Preis 6.58 => 5.93, region = 2001
Artikelnr 663939 : Preis Neu => 0.11, region = 2001
Artikelnr 664658 : Preis Neu => 0.07, region = 2001
Artikelnr 664671 : Preis Neu => 0.01, region = 2001
Artikelnr 665006 : Preis 0.10 => 0.11, region = 2001
Artikelnr 665079 : Preis Neu => 7.05, region = 2001
Artikelnr 665286 : Preis 0.04 => 0.05, region = 2001
Artikelnr 665298 : Preis 0.12 => 0.13, region = 2001
Artikelnr 665304 : Preis 0.17 => 0.19, region = 2001
Artikelnr 665316 : Preis Neu => 0.39, region = 2001
Artikelnr 665328 : Preis 0.43 => 0.23, region = 2001
Artikelnr 665330 : Preis 0.29 => 0.94, region = 2001
Artikelnr 665341 : Preis Neu => 0.26, region = 2001
Artikelnr 665948 : Preis 375.54 => 366.08, region = 2001
Artikelnr 665950 : Preis 710.51 => 701.30, region = 2001
Artikelnr 668019 : Preis Neu => 0.83, region = 2001
Artikelnr 668226 : Preis Neu => 0.99, region = 2001
Artikelnr 668287 : Preis Neu => 0.06, region = 2001
Artikelnr 668299 : Preis Neu => 0.25, region = 2001
Artikelnr 668391 : Preis Neu => 0.28, region = 2001
Artikelnr 668408 : Preis Neu => 0.18, region = 2001
Artikelnr 668755 : Preis Neu => 0.01, region = 2001
Artikelnr 668792 : Preis Neu => 0.00, region = 2001
Artikelnr 668822 : Preis Neu => 0.01, region = 2001
Artikelnr 668846 : Preis Neu => 0.00, region = 2001
Artikelnr 668858 : Preis Neu => 0.01, region = 2001
Artikelnr 668913 : Preis Neu => 1.44, region = 2001
Artikelnr 668962 : Preis Neu => 0.76, region = 2001
Artikelnr 670006 : Preis 322.83 => 245.70, region = 2001
Artikelnr 670018 : Preis Neu => 0.27, region = 2001
Artikelnr 670020 : Preis Neu => 0.03, region = 2001
Artikelnr 670213 : Preis Neu => 0.01, region = 2001
Artikelnr 670225 : Preis Neu => 0.33, region = 2001
Artikelnr 670341 : Preis Neu => 0.01, region = 2001
Artikelnr 670377 : Preis Neu => 0.01, region = 2001
Artikelnr 670419 : Preis Neu => 0.00, region = 2001
Artikelnr 670420 : Preis Neu => 51.88, region = 2001
Artikelnr 670432 : Preis Neu => 30.12, region = 2001
Artikelnr 670456 : Preis Neu => 120.85, region = 2001
Artikelnr 670468 : Preis Neu => 478.06, region = 2001
Artikelnr 670481 : Preis Neu => 0.31, region = 2001
Artikelnr 670535 : Preis Neu => 0.01, region = 2001
Artikelnr 670717 : Preis Neu => 0.09, region = 2001
Artikelnr 670778 : Preis Neu => 0.12, region = 2001
Artikelnr 671059 : Preis 8.97 => 36.42, region = 2001
Artikelnr 671680 : Preis 0.95 => 0.43, region = 2001
Artikelnr 671709 : Preis 6.19 => 2.85, region = 2001
Artikelnr 671771 : Preis 79.15 => 79.21, region = 2001
Artikelnr 672623 : Preis 4.72 => 4.10, region = 2001
Artikelnr 673342 : Preis Neu => 0.21, region = 2001
Artikelnr 673354 : Preis 0.15 => 0.19, region = 2001
Artikelnr 673380 : Preis 0.68 => 0.85, region = 2001
Artikelnr 674401 : Preis Neu => 0.06, region = 2001
Artikelnr 675223 : Preis 0.01 => 0.02, region = 2001
Artikelnr 675247 : Preis Neu => 0.00, region = 2001
Artikelnr 675533 : Preis 0.16 => 0.10, region = 2001
Artikelnr 675569 : Preis 0.21 => 0.22, region = 2001
Artikelnr 675594 : Preis 0.54 => 0.41, region = 2001
Artikelnr 675600 : Preis 1.60 => 1.36, region = 2001
Artikelnr 675624 : Preis 0.07 => 0.08, region = 2001
Artikelnr 675788 : Preis 3.57 => 3.16, region = 2001
Artikelnr 675790 : Preis Neu => 14.42, region = 2001
Artikelnr 675867 : Preis Neu => 0.71, region = 2001
Artikelnr 680223 : Preis Neu => 0.38, region = 2001
Artikelnr 680594 : Preis Neu => 4.92, region = 2001
Artikelnr 681045 : Preis Neu => 41.70, region = 2001
Artikelnr 681690 : Preis 0.75 => 1.03, region = 2001
Artikelnr 682256 : Preis Neu => 0.01, region = 2001
Artikelnr 682827 : Preis 1.37 => 0.95, region = 2001
Artikelnr 684344 : Preis 2.66 => 2.35, region = 2001
Artikelnr 685932 : Preis 0.64 => 0.82, region = 2001
Artikelnr 692163 : Preis Neu => 0.01, region = 2001
Artikelnr 693106 : Preis Neu => 0.26, region = 2001
Artikelnr 693118 : Preis Neu => 0.17, region = 2001
Artikelnr 693155 : Preis 1.58 => 1.63, region = 2001
Artikelnr 693180 : Preis 0.17 => 0.18, region = 2001
Artikelnr 693258 : Preis 0.32 => 0.33, region = 2001
Artikelnr 693260 : Preis 0.34 => 0.36, region = 2001
Artikelnr 693337 : Preis Neu => 0.77, region = 2001
Artikelnr 693581 : Preis Neu => 0.82, region = 2001
Artikelnr 693866 : Preis Neu => 0.01, region = 2001
Artikelnr 702518 : Preis Neu => 18.82, region = 2001
Artikelnr 703729 : Preis Neu => 0.41, region = 2001
Artikelnr 703730 : Preis Neu => 0.24, region = 2001
Artikelnr 703845 : Preis 2.31 => 2.11, region = 2001
Artikelnr 703857 : Preis 2.79 => 2.18, region = 2001
Artikelnr 704394 : Preis 13.31 => 11.98, region = 2001
Artikelnr 705477 : Preis Neu => 0.56, region = 2001
Artikelnr 705570 : Preis Neu => 0.03, region = 2001
Artikelnr 705593 : Preis Neu => 0.03, region = 2001
Artikelnr 714458 : Preis Neu => 1.01, region = 2001
Artikelnr 714460 : Preis Neu => 0.70, region = 2001
Artikelnr 714471 : Preis Neu => 0.45, region = 2001
Artikelnr 716741 : Preis Neu => 9.84, region = 2001
Artikelnr 718210 : Preis Neu => 0.25, region = 2001
Artikelnr 718221 : Preis Neu => 0.16, region = 2001
Artikelnr 718555 : Preis Neu => 0.02, region = 2001
Artikelnr 719699 : Preis Neu => 39.18, region = 2001
Artikelnr 719729 : Preis Neu => 1.66, region = 2001
Artikelnr 719730 : Preis 0.90 => 0.58, region = 2001
Artikelnr 720475 : Preis Neu => 0.07, region = 2001
Artikelnr 720487 : Preis Neu => 0.13, region = 2001
Artikelnr 720530 : Preis Neu => 0.80, region = 2001
Artikelnr 720542 : Preis 1.10 => 1.16, region = 2001
Artikelnr 720580 : Preis 0.06 => 0.03, region = 2001
Artikelnr 720608 : Preis 0.07 => 0.21, region = 2001
Artikelnr 720610 : Preis 0.11 => 0.05, region = 2001
Artikelnr 720621 : Preis 0.06 => 0.03, region = 2001
Artikelnr 721145 : Preis Neu => 1.75, region = 2001
Artikelnr 721248 : Preis 0.08 => 0.06, region = 2001
Artikelnr 721534 : Preis Neu => 0.02, region = 2001
Artikelnr 722400 : Preis 0.64 => 0.35, region = 2001
Artikelnr 723014 : Preis 1.10 => 1.44, region = 2001
Artikelnr 723907 : Preis Neu => 0.72, region = 2001
Artikelnr 724407 : Preis 5.83 => 3.38, region = 2001
Artikelnr 724420 : Preis 36.47 => 32.83, region = 2001
Artikelnr 724638 : Preis 2.39 => 2.03, region = 2001
Artikelnr 725229 : Preis Neu => 2.62, region = 2001
Artikelnr 725280 : Preis Neu => 8.59, region = 2001
Artikelnr 726015 : Preis 0.08 => 0.06, region = 2001
Artikelnr 726180 : Preis Neu => 240.31, region = 2001
Artikelnr 728541 : Preis Neu => 39.27, region = 2001
Artikelnr 728670 : Preis Neu => 31.55, region = 2001
Artikelnr 728681 : Preis Neu => 0.15, region = 2001
Artikelnr 728980 : Preis Neu => 1.81, region = 2001
Artikelnr 729156 : Preis 13.78 => 3.75, region = 2001
Artikelnr 729570 : Preis Neu => 9.15, region = 2001
Artikelnr 729624 : Preis 0.37 => 0.23, region = 2001
Artikelnr 729867 : Preis 6.60 => 8.73, region = 2001
Artikelnr 729922 : Preis 3.53 => 1.98, region = 2001
Artikelnr 730114 : Preis Neu => 0.48, region = 2001
Artikelnr 730394 : Preis Neu => 1.20, region = 2001
Artikelnr 730590 : Preis Neu => 0.53, region = 2001
Artikelnr 730941 : Preis Neu => 0.68, region = 2001
Artikelnr 730953 : Preis Neu => 0.63, region = 2001
Artikelnr 731052 : Preis Neu => 0.03, region = 2001
Artikelnr 731076 : Preis Neu => 0.42, region = 2001
Artikelnr 731088 : Preis Neu => 0.06, region = 2001
Artikelnr 732500 : Preis Neu => 6.99, region = 2001
Artikelnr 735082 : Preis Neu => 10.02, region = 2001
Artikelnr 735100 : Preis Neu => 9.87, region = 2001
Artikelnr 735252 : Preis Neu => 4.01, region = 2001
Artikelnr 735410 : Preis 2.29 => 2.78, region = 2001
Artikelnr 735471 : Preis Neu => 0.57, region = 2001
Artikelnr 735537 : Preis Neu => 0.49, region = 2001
Artikelnr 735549 : Preis Neu => 9.61, region = 2001
Artikelnr 736207 : Preis Neu => 28.63, region = 2001
Artikelnr 736219 : Preis Neu => 0.04, region = 2001
Artikelnr 736220 : Preis Neu => 0.03, region = 2001
Artikelnr 736256 : Preis Neu => 0.55, region = 2001
Artikelnr 736335 : Preis Neu => 8.84, region = 2001
Artikelnr 737431 : Preis Neu => 2.79, region = 2001
Artikelnr 737479 : Preis Neu => 71.75, region = 2001
Artikelnr 738060 : Preis Neu => 17.78, region = 2001
Artikelnr 738307 : Preis Neu => 2.80, region = 2001
Artikelnr 738733 : Preis Neu => 51.64, region = 2001
Artikelnr 738745 : Preis Neu => 0.00, region = 2001
Artikelnr 739178 : Preis Neu => 3.89, region = 2001
Artikelnr 739191 : Preis Neu => 21.64, region = 2001
Artikelnr 740094 : Preis Neu => 0.38, region = 2001
Artikelnr 740136 : Preis Neu => 7.57, region = 2001
Artikelnr 740148 : Preis Neu => 7.82, region = 2001
Artikelnr 740203 : Preis Neu => 1.02, region = 2001
Artikelnr 740215 : Preis Neu => 4.18, region = 2001
Artikelnr 740239 : Preis Neu => 17.44, region = 2001
Artikelnr 740264 : Preis 0.11 => 0.22, region = 2001
Artikelnr 740276 : Preis 5.85 => 4.84, region = 2001
Artikelnr 740355 : Preis Neu => 9.41, region = 2001
Artikelnr 740525 : Preis Neu => 0.89, region = 2001
Artikelnr 740914 : Preis 0.46 => 0.50, region = 2001
Artikelnr 741104 : Preis Neu => 5.50, region = 2001
Artikelnr 741116 : Preis Neu => 2.00, region = 2001
Artikelnr 742080 : Preis Neu => 0.06, region = 2001
Artikelnr 742133 : Preis Neu => 0.02, region = 2001
Artikelnr 742170 : Preis Neu => 1.76, region = 2001
Artikelnr 742250 : Preis Neu => 14.57, region = 2001
Artikelnr 742297 : Preis Neu => 201.10, region = 2001
Artikelnr 742315 : Preis Neu => 0.01, region = 2001
Artikelnr 742443 : Preis Neu => 76.15, region = 2001
Artikelnr 742522 : Preis Neu => 85.90, region = 2001
Artikelnr 743617 : Preis Neu => 16.96, region = 2001
Artikelnr 743629 : Preis Neu => 16.96, region = 2001
Artikelnr 743680 : Preis Neu => 0.27, region = 2001
Artikelnr 743800 : Preis Neu => 0.01, region = 2001
Artikelnr 743873 : Preis Neu => 1.66, region = 2001
Artikelnr 744075 : Preis Neu => 0.00, region = 2001
Artikelnr 744087 : Preis 0.10 => 0.06, region = 2001
Artikelnr 744518 : Preis 0.02 => 0.01, region = 2001
Artikelnr 744592 : Preis Neu => 2.16, region = 2001
Artikelnr 744646 : Preis 9.85 => 6.34, region = 2001
Artikelnr 744658 : Preis Neu => 5.92, region = 2001
Artikelnr 745614 : Preis Neu => 22.16, region = 2001
Artikelnr 745626 : Preis Neu => 25.36, region = 2001
Artikelnr 745638 : Preis Neu => 1.08, region = 2001
Artikelnr 745900 : Preis Neu => 2.60, region = 2001
Artikelnr 745985 : Preis 18.40 => 34.10, region = 2001
Artikelnr 746035 : Preis Neu => 1.13, region = 2001
Artikelnr 746060 : Preis Neu => 21.41, region = 2001
Artikelnr 746084 : Preis 5.17 => 4.50, region = 2001
Artikelnr 746114 : Preis Neu => 2.68, region = 2001
Artikelnr 746199 : Preis 0.01 => 0.00, region = 2001
Artikelnr 746205 : Preis Neu => 0.69, region = 2001
Artikelnr 746552 : Preis Neu => 0.18, region = 2001
Artikelnr 746620 : Preis Neu => 9.66, region = 2001
Artikelnr 746643 : Preis Neu => 10.99, region = 2001
Artikelnr 746692 : Preis Neu => 11.84, region = 2001
Artikelnr 747209 : Preis Neu => 4.17, region = 2001
Artikelnr 747386 : Preis Neu => 4.55, region = 2001
Artikelnr 747404 : Preis Neu => 0.96, region = 2001
Artikelnr 747416 : Preis Neu => 13.21, region = 2001
Artikelnr 747520 : Preis Neu => 4.92, region = 2001
Artikelnr 747659 : Preis Neu => 20.35, region = 2001
Artikelnr 747751 : Preis Neu => 4.40, region = 2001
Artikelnr 747775 : Preis Neu => 1.07, region = 2001
Artikelnr 747933 : Preis 0.51 => 0.52, region = 2001
Artikelnr 748020 : Preis 3.61 => 6.25, region = 2001
Artikelnr 748044 : Preis Neu => 13.87, region = 2001
Artikelnr 748548 : Preis Neu => 0.02, region = 2001
Artikelnr 748550 : Preis 0.01 => 0.10, region = 2001
Artikelnr 748561 : Preis 0.02 => 0.11, region = 2001
Artikelnr 749255 : Preis 50.42 => 56.00, region = 2001
Artikelnr 749267 : Preis 49.46 => 56.30, region = 2001
Artikelnr 749280 : Preis Neu => 0.50, region = 2001
Artikelnr 749358 : Preis 61.27 => 55.70, region = 2001
Artikelnr 749462 : Preis Neu => 0.73, region = 2001
Artikelnr 749474 : Preis Neu => 3.04, region = 2001
Artikelnr 749620 : Preis 3.82 => 3.99, region = 2001
Artikelnr 749747 : Preis 1.86 => 1.92, region = 2001
Artikelnr 749838 : Preis 0.45 => 0.47, region = 2001
Artikelnr 750031 : Preis Neu => 0.42, region = 2001
Artikelnr 750043 : Preis Neu => 0.13, region = 2001
Artikelnr 750080 : Preis Neu => 14.13, region = 2001
Artikelnr 750146 : Preis Neu => 561.78, region = 2001
Artikelnr 750328 : Preis Neu => 2.93, region = 2001
Artikelnr 750330 : Preis Neu => 4.42, region = 2001
Artikelnr 750444 : Preis 3.31 => 3.56, region = 2001
Artikelnr 750481 : Preis Neu => 5.75, region = 2001
Artikelnr 750493 : Preis Neu => 3.00, region = 2001
Artikelnr 750500 : Preis 30.98 => 24.60, region = 2001
Artikelnr 750511 : Preis Neu => 5.52, region = 2001
Artikelnr 750985 : Preis 0.26 => 0.12, region = 2001
Artikelnr 751000 : Preis 0.21 => 0.12, region = 2001
Artikelnr 751242 : Preis 0.24 => 0.22, region = 2001
Artikelnr 751527 : Preis Neu => 6.49, region = 2001
Artikelnr 751771 : Preis 2.95 => 2.25, region = 2001
Artikelnr 751783 : Preis Neu => 0.48, region = 2001
Artikelnr 751813 : Preis 1.06 => 0.25, region = 2001
Artikelnr 752519 : Preis Neu => 1.03, region = 2001
Artikelnr 752556 : Preis Neu => 0.53, region = 2001
Artikelnr 752593 : Preis 10.55 => 11.14, region = 2001
Artikelnr 752600 : Preis 15.55 => 12.14, region = 2001
Artikelnr 752751 : Preis Neu => 7.00, region = 2001
Artikelnr 752799 : Preis Neu => 0.83, region = 2001
Artikelnr 752982 : Preis 0.15 => 0.18, region = 2001
Artikelnr 753196 : Preis Neu => 0.34, region = 2001
Artikelnr 753226 : Preis Neu => 0.25, region = 2001
Artikelnr 753469 : Preis Neu => 2.82, region = 2001
Artikelnr 753470 : Preis Neu => 0.29, region = 2001
Artikelnr 754061 : Preis Neu => 0.25, region = 2001
Artikelnr 754097 : Preis Neu => 20.35, region = 2001
Artikelnr 754395 : Preis Neu => 39.64, region = 2001
Artikelnr 754401 : Preis Neu => 40.61, region = 2001
Artikelnr 754413 : Preis 30.71 => 10.83, region = 2001
Artikelnr 754644 : Preis 20.72 => 21.28, region = 2001
Artikelnr 755272 : Preis Neu => 226.00, region = 2001
Artikelnr 755302 : Preis 1.14 => 0.99, region = 2001
Artikelnr 755557 : Preis Neu => 11.95, region = 2001
Artikelnr 755673 : Preis Neu => 4.75, region = 2001
Artikelnr 755934 : Preis Neu => 43.18, region = 2001
Artikelnr 755960 : Preis Neu => 16.05, region = 2001
Artikelnr 756069 : Preis Neu => 0.51, region = 2001
Artikelnr 756150 : Preis Neu => 0.00, region = 2001
Artikelnr 756161 : Preis Neu => 0.27, region = 2001
Artikelnr 756197 : Preis Neu => 67.41, region = 2001
Artikelnr 756768 : Preis 54.00 => 49.09, region = 2001
Artikelnr 756800 : Preis Neu => 2.65, region = 2001
Artikelnr 757359 : Preis Neu => 10.53, region = 2001
Artikelnr 757463 : Preis Neu => 0.03, region = 2001
Artikelnr 757475 : Preis Neu => 0.06, region = 2001
Artikelnr 757530 : Preis Neu => 12.02, region = 2001
Artikelnr 757591 : Preis Neu => 4.86, region = 2001
Artikelnr 757700 : Preis Neu => 0.09, region = 2001
Artikelnr 757712 : Preis Neu => 0.11, region = 2001
Artikelnr 757773 : Preis 3.48 => 3.14, region = 2001
Artikelnr 757785 : Preis Neu => 200.99, region = 2001
Artikelnr 757797 : Preis Neu => 234.99, region = 2001
Artikelnr 757864 : Preis 91.07 => 107.56, region = 2001
Artikelnr 758029 : Preis Neu => 14.81, region = 2001
Artikelnr 758030 : Preis Neu => 4.19, region = 2001
Artikelnr 758169 : Preis Neu => 1.62, region = 2001
Artikelnr 758200 : Preis Neu => 0.12, region = 2001
Artikelnr 758236 : Preis Neu => 0.22, region = 2001
Artikelnr 758315 : Preis Neu => 27.35, region = 2001
Artikelnr 758479 : Preis Neu => 2.12, region = 2001
Artikelnr 758509 : Preis Neu => 11.50, region = 2001
Artikelnr 758558 : Preis Neu => 0.51, region = 2001
Artikelnr 758560 : Preis Neu => 0.35, region = 2001
Artikelnr 758571 : Preis Neu => 0.01, region = 2001
Artikelnr 758649 : Preis Neu => 0.16, region = 2001
Artikelnr 758704 : Preis Neu => 12.27, region = 2001
Artikelnr 758728 : Preis Neu => 0.21, region = 2001
Artikelnr 758730 : Preis Neu => 0.17, region = 2001
Artikelnr 758765 : Preis Neu => 16.05, region = 2001
Artikelnr 758790 : Preis 0.26 => 0.21, region = 2001
Artikelnr 758844 : Preis Neu => 8.97, region = 2001
Artikelnr 759721 : Preis Neu => 0.61, region = 2001
Artikelnr 759769 : Preis Neu => 0.20, region = 2001
Artikelnr 759885 : Preis 20.42 => 23.60, region = 2001
Artikelnr 760030 : Preis Neu => 2.59, region = 2001
Artikelnr 760041 : Preis Neu => 2.59, region = 2001
Artikelnr 760089 : Preis Neu => 0.12, region = 2001
Artikelnr 760170 : Preis Neu => 0.02, region = 2001
Artikelnr 760181 : Preis Neu => 2.81, region = 2001
Artikelnr 760338 : Preis 18.90 => 5.85, region = 2001
Artikelnr 760417 : Preis Neu => 2.88, region = 2001
Artikelnr 760466 : Preis Neu => 0.53, region = 2001
Artikelnr 760478 : Preis Neu => 2.04, region = 2001
Artikelnr 760480 : Preis Neu => 0.95, region = 2001
Artikelnr 760582 : Preis Neu => 48.77, region = 2001
Artikelnr 760594 : Preis Neu => 15.15, region = 2001
Artikelnr 760612 : Preis 2.10 => 1.52, region = 2001
Artikelnr 760806 : Preis Neu => 0.53, region = 2001
Artikelnr 760818 : Preis Neu => 12.53, region = 2001
Artikelnr 760843 : Preis Neu => 0.06, region = 2001
Artikelnr 760880 : Preis Neu => 20.35, region = 2001
Artikelnr 761070 : Preis Neu => 88.90, region = 2001
Artikelnr 761100 : Preis Neu => 0.99, region = 2001
Artikelnr 761136 : Preis Neu => 30.93, region = 2001
Artikelnr 761150 : Preis Neu => 0.67, region = 2001
Artikelnr 761161 : Preis Neu => 0.72, region = 2001
Artikelnr 761215 : Preis Neu => 6.14, region = 2001
Artikelnr 761240 : Preis Neu => 11.25, region = 2001
Artikelnr 761288 : Preis Neu => 0.14, region = 2001
Artikelnr 761422 : Preis Neu => 4.20, region = 2001
Artikelnr 761549 : Preis 1.43 => 1.30, region = 2001
Artikelnr 761689 : Preis Neu => 13.63, region = 2001
Artikelnr 761756 : Preis Neu => 0.46, region = 2001
Artikelnr 761781 : Preis Neu => 0.50, region = 2001
Artikelnr 761951 : Preis Neu => 2.43, region = 2001
Artikelnr 762359 : Preis Neu => 12.85, region = 2001
Artikelnr 762487 : Preis Neu => 1.64, region = 2001
Artikelnr 762591 : Preis 0.15 => 0.12, region = 2001
Artikelnr 762839 : Preis 0.31 => 0.34, region = 2001
Artikelnr 762840 : Preis 94.72 => 58.70, region = 2001
